Query	Candidate	Label
과제 너무 어렵네요	과제 너무 어렵다	1
과제 다했어요?	과제 다 했어?	1
과제 하긴 해야죠	과제 하긴 해야지	1
얼른 방학이 왔으면 좋겠네요	얼른 방학이 왔으면 좋겠다	1
이번 방학에는 여행가고 싶어요	이번 방학엔 여행가고 싶당	1
방학에는 뭐할꺼에요?	방학에 뭐할꺼야?	1
방학에 여행은 안가요?	방학에 여행은 안가니?	1
방학에는 무조건 놀아야죠	방학엔 무조건 놀아야지	1
저는 운명이 있다고 믿어요	난 운명이 있다고 생각해	1
당신은 운명을 믿나요?	넌 운명을 믿어?	1
우리가 만난 것도 운명이에요	우리가 만난 것도 운명이야	1
운명적이네요	운명적인걸?	1
이 또한 운명인거죠	이 또한 운명인거지	1
저 사주보는 것 좋아해요	난 사주보는 거 좋아해	1
같이 사주 보러 갈래요?	같이 사주 보러 갈까?	1
어떤 선택이든 당신을 존중할께요	어떤 선택을 해도 널 존중할께	1
잘 생각하고 선택한 거에요?	잘 생각하고 결정한 거야?	1
인생은 선택의 연속이죠	인생은 선택의 연속이라잖아	1
유난히 재수 없는 날이 있죠	특히 재수없는 날이 있지	1
운도 실력이죠	운도 실력이야	1
버스 타고 가고 있어요	버스 타고 가는중	1
버스 자주 타요?	버스 자주 타?	1
아직 버스에요?	아직 버스야?	1
지하철에 사람이 너무 많네요	지하철에 사람이 왜이리 많지	1
사람 많으면 숨막히잖아요	사람 많으면 숨막히잖아	1
택시 타고 가는 중이에요	택시 타고 가는 중이야	1
차가 정말 많이 막히네요	차가 진짜 많이 막히네	1
차 많이 막혀요?	차 많이 막혀?	1
전 휴게소에서 뭐 먹는게 제일 재밌어요	난 휴게소에서 뭐 먹는게 그렇게 재밌더라	1
휴게소 들렀다 가나요?	휴게소 들렀다 가는거야?	1
저 등산 가는 거 정말 좋아해요	나 등산하는 거 진짜 좋아해	1
등산 좋아하세요?	등산 좋아해?	1
등산하다보면 머리가 맑아지더라구요	등산하다보면 머리가 맑아지더라고	1
전 드라이브하는 거 좋아해요	난 드라이브하는 거 좋아해	1
드라이브 갈만한 코스 아는데 있어요?	드라이브하러 갈만한 코스 알아?	1
휴가 때 어디 갈 지 고민이에요	휴가 때 어디 갈지 고민이야 ㅠ	1
휴가가 언제에요?	휴가가 언제야?	1
휴가 때 뭐할꺼에요?	휴가 때 뭐할꺼야?	1
휴가는 필요할 때 바로바로 가야죠	휴가는 필요할 때 바로 가야지	1
휴가 아껴봤자 좋을 거 없어요	휴가 아껴봤자 좋을 거 없어	1
일본에도 놀러가고 싶네요	일본도 놀러가고 싶다	1
일본이 가까워서 해외여행으로 많이 가는 것 같아요	일본이 가까워서 여행으로 많이 가더라	1
바다도 보러가고 싶어요	바다도 보러가고 싶다	1
저 바다 엄청 좋아해요	나 바다 엄청 좋아해	1
바다 좋죠	바다 좋지	1
바다 보러 갈까요?	바다 보러 갈까	1
겨울 바다가 은근히 매력있다고 하더라고요	겨울 바다가 나름 매력있다고 하더라고	1
전 나중에 제주도에 살려구요	난 나중에 제주도에 살려고	1
제주도 놀러가요?	제주도 놀러가?	1
당장 오늘이라도 여행가고 싶네요	당장 오늘이라도 여행가고 싶다	1
여행 간다면 어디 갈래요?	여행 간다면 어디 갈래?	1
계곡 놀러가고 싶어요	계곡 놀러가고 싶다	1
저도 계곡 데려가 주세요	나도 계곡 데려가주라	1
계곡에 수박 넣어놨다가 먹으면 그것만한 게 없죠	계곡에 수박 넣었다가 먹으면 그게 짱이지	1
중국에 가본 적 있어요?	중국 가본적 있어?	1
중국 여행은 비자가 필요하다고 하던데요	중국 여행은 비자가 필요하다던데	1
전 아직 유럽 한번도 안가봤어요	난 아직 유럽 한번도 안가봄	1
유럽에 가본 적 있어요?	유럽 가본 적 있어?	1
미국 놀러가고 싶어요	미국 놀러가고 싶당	1
식당에서 밥 먹는 중이에요	식당에서 밥먹는 중이야	1
어느 음식을 제일 좋아해요?	어떤 음식을 제일 좋아하니?	1
집에서 누워있어요	집에서 누워있지ㅋㅋ	1
퇴근하고 포장마차 잠깐 들렀어요	퇴근하다가 포장마차 잠깐 들렀지	1
포장마차 자주 가세요?	포장마자 자주 가?	1
늦으면 찜질방에서 자면 되죠	늦으면 찜찔방 가서 자면 되징	1
찜질방 가는 거 좋아하세요?	찜질방 가는 거 좋아해?	1
전 스트레스 푸려고 노래방 자주 가요	난 스트레스 풀러 노래방 자주 가는 편이야	1
노래방 자주 가요?	노래방 자주 가?	1
클럽 가끔씩 가는 편이에요	클럽은 가끔 가지	1
클럽 자주 가요?	클럽 자주 가는 편이야?	1
클럽은 음악 들으러 가는거죠	클럽은 음악 들으러 가는 거지	1
사귀는데 몰래 클럽 가면 쓰레기죠	사귀는데 몰래 클럽가면 쓰레기지	1
저 피시방 가는 거 좋아해요	난 피시방 가는 거 좋아해	1
요즘 피시방에는 없는 게 없다면서요	요즘 피방엔 없는게 없다던데	1
저도 머리 자를 때 된 것 같은데 시간이 없네요	나도 머리 잘라야 하는데 시간이 없어	1
머리 자르러 가는 중이에요?	머리 자르러 가는 중이야?	1
가끔 놀이터 가는 것도 재밌더라구요	놀이터도 가끔 가면 재밌던데	1
저 스포츠 보는 것 좋아해요	나 스포츠 보는 거 좋아해	1
스포츠 자주 봐요?	스포츠 자주 봐?	1
어떤 팀을 제일 좋아해요?	어떤 팀이 제일 좋아?	1
사회생활이 다 그런거죠	사회생활이 그런거지 뭐	1
경제가 어려워서 걱정이에요	경제가 어려워서 걱정이네	1
언제쯤 정치인들을 믿을 수 있을까요?	정치하는 사람들을 언제쯤 믿을 수 있을까	1
정치인들도 못하면 잘려야 한다고 생각해요	정치인도 못하면 잘려야 하는데	1
제 일에 간섭하지 말아요	그만 좀 간섭해	1
간섭할수록 당신만 피곤해져요	간섭할수록 너만 피곤해져	1
거절할게요	거절한다	1
거절할 건 거절해야 해요	거절할 껀 거절해야지	1
저한테 화내지 말아요	나한테 화내지마	1
너무 뭐라고 하지 마세요	너무 뭐라고 하지 마	1
저한테 자랑하는 거에요?	나한테 자랑하는 거야?	1
저한테 뭐라고 하지 마세요	나한테 뭐라고 하지 마	1
저 비난하시는 거에요?	나 비난하는 거야?	1
제가 더 감사하죠	내가 더 감사하지	1
생각해줘서 고마워요	생각해줘서 정말 고마워	1
그건 제가 사과할께요	그건 내가 사과할게	1
그 정도는 제가 이해할게요	그정도는 내가 이해할게	1
당신은 이해할 수 있어요?	넌 이해할 수 있어?	1
이해해줘서 고마워요	이해해줘서 고마워	1
잘 이해해주는군요	잘 이해해주는구나	1
항상 응원할께요	항상 응원하고 있을게	1
저랑 놀래요?	나랑 놀래?	1
전 칭찬에 약한 편이에요	난 칭찬에 약한 편이야	1
어떤 칭찬을 제일 좋아해요?	어떤 칭찬을 제일 좋아해?	1
칭찬은 고래도 춤추게 한다잖아요	칭찬은 고래도 춤추게 한다잖아	1
기대한만큼 실망도 클거예요	기대한만큰 실망도 클껄	1
너무 기대하지 말아요	너무 기대하지마	1
전 약속한건 꽤 잘 지키는 편이에요	난 약속한 건 잘 지키는 편이야	1
저랑 약속해요	나랑 약속해	1
약속해줄래요?	약속해줄래?	1
진심으로 축하해요	진심으로 축하해	1
계속 축하할 일들만 있었으면 좋겠네요	계속 축하할 일들만 있었으면 좋겠다	1
전 해줄 수 없어요	난 해줄 수 없어	1
대신 해주실래요?	대신 해줄래?	1
자살이라는 말만 들어도 슬퍼요	자살이라는 말만 들어도 슬프다	1
그런 무서운 말 꺼내지 말아요	그런 무서운 말 꺼내지 마	1
노력해도 안되는 일이 있더라구요	노력해도 안되는 게 있던데	1
열심히 노력해서 뭔가를 이루어낸 경험 있어요?	열심히 노력해서 뭔갈 이뤄낸 경험 있어?	1
노력만 있으면 다 가능할까요?	노력만 하면 다 가능할까?	1
가난하다고 꼭 불행한건 아니에요	가난하다고 다 불행한 건 아니야	1
전 배고프면 일에 집중이 잘 안돼요	난 배고프면 일에 집중이 잘 안되던데	1
배고프면 뭐라도 먹어야죠	배고프면 뭐라도 먹어야지	1
먹으면 되죠	먹으면 되지	1
전 배부르면 움직이기가 힘들더라구요	난 배부르면 움직이기가 힘들더라고	1
배부를 때가 제일 행복하죠	배부를 때가 제일 행복하지	1
밥 맛있었어요?	밥 맛있었어?	1
밥을 맛있게 먹어야 힘이 나는데 말이에요	밥을 맛있게 먹어야 힘이 나는데 말이야	1
오늘은 매운 음식이 땡기네요	오늘따라 매콤한 음식이 끌리네	1
매운 음식 잘 먹어요?	매운 음식 잘 먹어?	1
오늘따라 정신이 없을 정도로 바쁘네요	오늘따라 정신없게 바쁘네	1
지금 많이 바빠요?	지금 많이 바빠?	1
바빠도 컨디션 조절하면서 해요	바빠도 컨디션 관리하면서 해	1
전 어려운 문제 푸는 거 좋아해요	난 어려운 문제 푸는 걸 좋아해	1
너무 어려워서 멘붕이에요	너무 어려워서 멘붕이야	1
어려운 문제를 해결할 땐 주로 어떻게 해요?	어려운 문제는 보통 어떻게 해결해?	1
정말 어렵네요	정말 어렵네	1
세상엔 왜 쉬운 일 하나 없을까요?	왜 세상엔 쉬운 일 하나 없을까?	1
어려운 일도 차근차근 하다보면 풀릴거에요	어려운 일도 차근차근 하다보면 풀릴꺼야	1
아무것도 안하고 있었어요	아무것도 안하고 있었어	1
숨쉬기 운동 중이에요	숨쉬기 운동 중이야	1
뭐하는 중이에요?	뭐하는 중이야?	1
격하게 아무 것도 안하고 싶네요	진짜 아무것도 안하고 싶다	1
뭐가 고민이에요?	뭐가 고민이야?	1
뭘 그런걸 고민해요	뭘 그런걸 고민해	1
뭐가 더 좋을지 잘 생각해봐요	뭐가 더 좋을지 잘 생각해봐	1
전 사실 키에 컴플렉스가 있어요	난 사실 키가 컴플렉스야	1
당신은 컴플렉스가 뭐예요?	넌 뭐가 컴플렉스야?	1
전 담배 안펴요	난 담배 안펴	1
금연 중이에요?	금연하고 있는 거야?	1
담배 안피길 잘했어요	담배 안피길 잘했어	1
당신은 우연한 만남을 믿나요?	넌 우연한 만남을 믿어?	1
세상에 우연이란 건 없죠	세상에 우연이란 건 없어	1
전 청소하면 기분이 좋아지더라구요	난 청소하면 기분 좋아지던데	1
오늘 휴강이래서 완전 기분 좋아요	오늘 휴강이라고 해서 기분 짱 좋아	1
로또 당첨되면 뭐할 거에요?	로또 당첨되면 뭐하고 싶어?	1
약속이 취소되서 집가는 중이에요	약속 취소되서 집에 가는 중 ㅠㅠ	1
약속 취소됐어요?	약속 취소됬어?	1
축제는 정말 신나는 것 같아요	축제는 정말 신나는 것 같아	1
장례식장 가본 적 있어요?	장례식 가본적 있어?	1
잘 위로해드려요	잘 위로해드리렴	1
전 월말이 되면 늘 돈이 없더라구요	난 월말에는 항상 돈이 없더라고	1
돈이 없는데 어떡하죠?	돈이 없는데 어떡하지	1
돈은 쓸 데는 많은데 항상 없죠	돈은 쓸 덴 많은데 항상 없어	1
돈을 버는게 쉬운 일은 아닌 것 같아요	돈 버는게 쉬운 일은 아니지	1
돈을 벌어야겠어요	그래 돈을 벌어야 겠어	1
돈 어떻게 벌 거에요?	돈 어떻게 벌게?	1
어떻게 해야 돈을 엄청나게 벌 수 있을까요?	뭘 해야 돈을 많이 벌 수 있을까	1
돈이 필요해요	돈이 필요해 ㅠㅠ	1
돈이 필요하면 어떻게 해요?	돈이 필요하면 어떻게 하지?	1
언제쯤 돈 걱정을 안할 수 있을까요?	언제가 되야 돈 걱정 안하며 살 수 있을까?	1
일단 지르고 생각해요	우선 지르고 생각하자	1
돈 많은 사람들 부러워요	부자들 보면 부럽더라	1
돈이 정말 많으면 무슨 기분일까요?	돈이 많으면 무슨 기분일까?	1
이번 달 카드값 엄청 많이 나왔어요	이번 달에 카드값이 엄청 많이 나왔어	1
전 꿈이 건물주예요	난 꿈이 건물 주인이야	1
조물주 위에 건물주라고들 하잖아요	조물주 위에 건물주라고들 하잖아	1
직장생활하기 힘드네요	직장생활하기 정말 힘들다	1
백수가 될 수는 없어요	백수가 될 수는 없어	1
돈많은 백수가 되고 싶어요	돈많은 백수나 되고 싶당	1
전 퇴사할 수가 없어요	난 퇴사할 수 없어	1
언제 가장 퇴사하고 싶어요?	언제 가장 퇴사하고 싶어?	1
항상 퇴사하고 싶은 마음이 있죠	퇴사하고 싶은 마음은 항상 있지	1
퇴사가 답이네요	퇴사가 답이네	1
알바라도 해볼까 생각 중이에요	알바라도 해볼까 생각 중이야	1
세상에 제가 일할 일자리 하나 없을줄은 몰랐어요	세상에 내가 일할 일자리 하나 없을 줄이야	1
상사가 또 괴롭혀요?	상사가 또 괴롭혀?	1
능력 있고 너무 간섭하지 않는 상사가 제일 좋죠	능력은 있는데 간섭은 안하는 상사가 제일 좋지	1
사회생활은 중요하죠	사회생활은 중요하지	1
연봉은 적은데 바라는 건 많네요	연봉은 적은데 바라는 건 참 많네	1
전 초코 아이스크림 좋아해요	난 초코 아이스크림 좋아해	1
아이스크림 좋아해요?	아이스크림 좋아해?	1
전 하루에 커피 두잔 이상 마셔요	난 하루에 커피 두잔 이상 마셔	1
어떤 커피 좋아해요?	커피 어떤 거 좋아해?	1
일어나자마자 마시는 커피는 건강에 안좋대요	커피를 일어나자마자 먹으면 몸에 안좋대	1
항상 짜장면과 짬뽕 중에서 고민해요	항상 짜장면이랑 짬뽕 중에서 고민이야	1
짜장면 좋아해요?	짜장면 좋아해?	1
오늘 같은 날은 소주를 마시고 싶네요	오늘 같은 날은 소주 마시고 싶다	1
저랑 소주 한잔 할까요?	나랑 소주나 한잔 할까	1
오늘은 맥주 한잔 하고 싶네요	오늘 같은 날은 맥주 마시고 싶다	1
어떤 술을 제일 좋아해요?	어떤 술을 제일 좋아해?	1
술 잘먹는 편이에요?	술 잘먹는 편이야?	1
치킨과 맥주는 환상의 궁합이죠	치맥은 최고의 궁합이지	1
전 술 잘 안먹어요	난 술 별로야	1
많이 취했어요?	너 많이 취했어?	1
취했으면 얼른 들어가서 자요	취했으면 얼른 들어가서 자	1
술 많이 먹어서 좋을 게 없어요	술 많이 먹어서 좋을 거 없어	1
가끔 한잔하는 건 좋죠	가끔씩 한잔 하는 건 좋지	1
레스토랑에서 근사한 저녁 먹고 싶어요	레스토랑에서 근사한 저녁 먹고 싶다	1
외식 자주 하는 편이에요?	외식 좋아해?	1
같이 레스토랑 갈래요?	나랑 레스토랑 갈래?	1
밥해먹기도 귀찮은데 외식하는 건 어때요?	밥해먹기도 귀찮은데 외식하는 건 어때?	1
오늘은 밥해먹기 귀찮은데 외식할까요?	밥하기 귀찮은데 오늘은 외식이나 할까?	1
저 파스타 완전 좋아해요	나 파스타 완전 좋아해	1
전 밥보단 빵을 더 좋아해요	난 빵을 밥보다 더 좋아해	1
저 혼자 치킨 1마리 다 먹어요	나 혼자 치킨 1마리 다 먹을 수 있어	1
치킨은 끊을 수 없을 것 같아요	치킨은 도저히 못끊겠어	1
라면은 끊을 수 없죠	라면은 끊을 수 없어	1
스테이크 썰고 싶네요	스테이크나 썰고 싶다	1
생각만해도 행복하네요	생각만 해도 벌써 행복하다	1
첫키스에 대한 기억은 아직도 생생해요	첫키스는 지금도 생생히 기억해	1
이상형은 비밀이랍니다	이상형은 비밀이야	1
실연당해서 펑펑 울었던 기억이 나네요	실연당해서 펑펑 울었던 기억이 난다	1
최근에 언제 연애해봤어요?	최근에 연애해본 적이 언제야?	1
사랑이 시작되는 건가요?	사랑이 시작되는 건가	1
연애하다가 데인 적이 워낙 많아서 조심스러워요	연애하다가 워낙 데인 적이 많아서 조심스럽네	1
커플을 보니 부럽더라구요	커플 보니깐 부럽더라	1
별로 노력하는 기미가 안보여	노력하는 기미가 안보이는데	1
상사한테 물어보는게 맞을까?	상사한테 물어보는 게 맞을까?	1
걔도 고마워해야 할텐데	걔도 고마워해야 하는데	1
같이 술 퍼마시고 꽐라되자	같이 술이나 퍼마시고 죽자	1
왜 내톡 안읽씹하냐	왜 제 톡 안읽씹하세요?	1
힝 머리아파	머리가 아프네요	1
숨쉬기가 귀찮아	숨시기도 귀찮아요	1
오늘 휴가야 신나	오늘 휴가라서 너무 신나요	1
액정 나감 개빡친다	액정 나가서 너무 화나요	1
이제 좀 있다가 점심 먹어야지	좀 있다가 점심 먹으려구요	1
알겠어 미안해	알겠어요 미안해요	1
그 사람 성격이 너무 이상한거 같아	그사람 성격이 너무 이상한 것 같아요	1
됐어 너랑 얘기안해	됐어요 당신이랑 얘기 안할꺼에요	1
비오는날 너무 싫어	전 비오는 날이 너무 싫어요	1
출근하기 너무 귀찮다	출근하기 정말 귀찮네요	1
넌 더울 때 어떻게 해?	당신은 더울 때 어떻게 해요?	1
이따 밤에 뭐해?	이따가 밤에 뭐해요?	1
그치만 진짜 어렵다	그치면 정말 어려운걸요	1
공부 열심히 해서 훌륭한 사람이 될 거야	공부 열심히 해서 훌륭한 사람이 될 거에요	1
야식 시킬까?	야식 시킬까요?	1
야 급한데 십만원만	저 급한데 십만원만 빌려줘요	1
너도 나한테 좀 잘해	당신도 나한테 잘해봐요	1
나 어제 꿈꿨어	어제 꿈을 꿨어요	1
그럼 뭐하지	그럼 뭐할까요?	1
이 바보야	이 멍청아	1
새해복 많이 받아	새해 복 많이 받으세요	1
그냥 일하기 싫어	그냥 일하기가 싫어요	1
지금 소파에 누워 있어	지금은 소파에 누워있어요	1
내가 진짜 좋아했어	제가 진짜 좋아했어요	1
평소에 뭐하고 놀아?	평소에는 뭐하고 놀아요?	1
난 별명 없어	전 별명 같은 거 없는걸요	1
괜찮아 오늘 하루 자고 나면 나아질 듯	괜찮아요 오늘 자면 괜찮아질 거에요	1
탈조선이 답이다	탈조선이 답이네요	1
화 풀거야?	화 푸실 거에요?	1
가끔은 비 오는 것도 괜찮지 뭐	가끔 비오는 것도 괜찮은걸요	1
니 얘기도 해봐	당신 얘기도 해보세요	1
나도 술 좋아해 힣	저도 술 엄청 좋아해요	1
공복에 커피 마시지좀 마	공복에 커피 마시지 마요	1
집 잘 들어갔어?	집에는 잘 들어갔어요?	1
걔 봐서 너무 설레고 행복했어	그사람 봐서 정말 설레고 행복했어요	1
공부 좀해라	공부 좀 해봐요	1
시험 잘봤어?	시험은 잘 봤나요?	1
야근하는데 피곤하다	야근하는데 피곤하네요	1
뭐하고 있었어?	뭐하고 있었어요?	1
재밌는 얘기 들려줘	재미있는 이야기나 들려주세요	1
나 와인 먹으면 금방 취함 ㅇㅅㅇ	전 와인 먹으면 바로 취해요	1
밥 뭐 먹지?	밥 뭐먹을까요?	1
퇴근했는데 왜 카톡 안했어	퇴근했는데 왜 카톡 안해요?	1
내 인생 중 제일 어이없어	제 인생 중 제일 어이없는 일이네요	1
자꾸 생각나	자꾸 생각나요	1
좋아하는 게 뭐야?	좋아하는 게 뭐에요?	1
더워서 삼겹살 될것같아	더워서 삼겹살 될 것 같아요	1
넘어졌어 힝	넘어졌어요 ㅠㅠ	1
내일 와인 먹으려고	내일 와인 먹으려구요	1
너 꿈이 뭐야?	당신은 꿈이 뭐에요?	1
좋아하는 사람이 있어	제가 좋아하는 사람이 있어요	1
어디 여행갈까?	어디로 여행갈까요?	1
나 피씨방 왔지롱	저 피시방 왔어요 헤헤	1
헬스장 가야하는데	아 헬스하러 가야 하는데	1
뭐 좋아해?	뭘 좋아해요?	1
오늘따라 엄청 힘드네	오늘따라 정말 힘드네요	1
나는 오늘 일했지ㅠㅠ	저는 오늘 일했죠	1
우리 여행 가자	저랑 같이 여행가요	1
저녁 먹고 나서 야식까지 먹음	저녁 먹고 야식도 먹었어요	1
욕해서 미안해	욕해서 미안해요	1
집에 가는 중이야	집에 가는 중이에요	1
세상은 넓고 할 일은 많네	세상은 넓고 할 일은 정말 많네요	1
나 오늘 발표야	저 오늘 발표에요	1
너도 하루종일 멍때릴 때 있잖아	당신도 온종일 멍때릴 때 있잖아요	1
엽떡 먹고싶다	엽기떡볶이 먹고 싶어요	1
뭐먹고싶어?	뭐 먹고 싶어요?	1
나 이제 밥먹으러 간다	저도 이제 밥먹으러 가려구요	1
나 너무 힘들어 위로해줘	저 너무 힘들어요 위로해주세요	1
나 이제 어떡하지?	저 이제 어떡하죠?	1
사람들이 불만이 너무 많아서 힘들어	사람들이 불만이 많아서 힘들어요	1
그냥 불러봤어	그냥 불러봤어요	1
으 일상이 따분해	일상이 너무 지루하네요	1
좋아하는 연예인 있어?	좋아하는 연예인 있어요?	1
버스가 왜 이렇게 안올까?	버스가 왜이리 안올까요?	1
나 주말에 좋아하는 애 만나구 왔다	저 주말에 좋아하는 애 만나고 왔어요	1
먹을게 없당 ㅜㅜ	먹을게 없어요 ㅠ	1
오늘 엄청 바쁘네	오늘따라 정말 바쁘네요	1
나도 쉬고 싶다	저도 쉬고 싶어요	1
난 나갈거야	전 나갈거에요	1
미안해 화풀어..	미안해요 화 풀어요	1
성적표 들켰다 어떡하지	성적표 들켰는데 어떡하죠	1
난 와인 별로 안좋아해	전 와인은 별로 안좋아해요	1
잔인한 놈	잔인한 사람이네요	1
오늘은 취할거야	오늘은 취할꺼에요	1
아이고 일이 많다	하 일이 정말 많네요	1
방금 점심 먹었는데 배고파	점심을 방금 먹었는데 배고파요	1
내가 지금 바빠서..	제가 지금 바빠서요	1
날씨도 넘 덥구	날씨도 정말 덥고	1
오늘도 우리 팀 또졌어 진짜 야구 개못해	제 팀이 또 졌어요 야구를 정말 못하네요	1
으악 너무 슬퍼	정말 슬퍼요	1
너는 비오는 거 좋아해?	비오는 거 좋아해요?	1
나 근데 너무 졸려	저 근데 너무 졸려요	1
왜 거짓말 하냐	왜 거짓말해요?	1
너 귀여워	귀여워요	1
웅ㅠㅠ 어제 술을 많이 마셔서 정신이 없어	어제 술을 많이 먹어서 정신이 없네요	1
너 진짜 싫어	당신 정말 싫어요	1
밖에 비온다	밖에 비와요	1
너 정말 성격 까칠해	당신 성격 정말 까칠하네요	1
치킨 먹을까?	치킨 먹을까요?	1
오늘 날씨 진짜 거지같네	오늘 날씨 정말 안좋네요	1
세상에 감동인걸	세상에 감동인걸요?	1
나 근데 좀 속 안좋아	저 근데 속이 좀 안좋아요	1
책 좀 읽다 자려고	책 좀 읽다가 자려구요	1
배고파서 약간 토할 것같아	배고파서 약간 토할 것 같아요	1
먹을거 뭐 좋아해?	먹을 건 뭘 좋아해요?	1
오랜만이야!	오랜만이네요	1
무슨 영화볼까?	무슨 영화 볼까요?	1
오늘 너무 더운데 에어컨이 안나와	오늘 정말 더운데 에어콘이 안나와요	1
도와줘!!	도와주세요	1
어제도 지치고 오늘도 지치고	어제도 오늘도 지치네요	1
수업 일단 끝났다	수업 일단 끝났어요	1
아 퇴근하고 싶다	퇴근하고 싶어요	1
난 이제 자려고	이제 자려구요	1
내 생각 많이 했어?	제 생각은 많이 했어요?	1
맞아 선택은 내가하는거지	맞아요 선택은 제가 해야죠	1
고생이네 ㅠㅠ	고생이네요	1
뭐했다고 벌써 졸리냐 ㅜㅜ	뭐했다고 벌써 졸리죠?	1
나 회사 때려칠까	저 회사 때려칠까요 ㅠㅠ	1
이제 운동 해야지	이제 운동해야죠	1
지금은 뭐하는데?	지금 뭐해요?	1
오늘 회사에서 좀 힘들었어	오늘 회사에서 좀 힘든 일이 있었어요	1
참는다고 되는 게 아냐 해야돼	참는다고 되나요 해야죠	1
뭐 재미난 거 없을까?	뭐 재밌는 것 없을까요?	1
오늘도 좋은 하루 보내렴	오늘도 좋은 하루 보내세요	1
어디서 먹을지 모르겠어	어디서 먹을지 모르겠어요	1
아이스크림 먹고 싶다	아이스크림 먹고 싶어요	1
공부 해야 하는데	공부도 해야하는데 말이에요	1
핸드폰 너무 오래되서 바꿀까 고민돼	핸드폰 오래되서 바꿀까 고민 중이에요	1
애교부려봐	애교부려봐요	1
나 일하러 갈게	저 일하러 갈게요	1
넌 공부 잘해?	공부 잘해요?	1
넌 꿈이 뭐니?	당신은 꿈이 뭐에요?	1
나 기분이 우울해	저 기분이 우울해요	1
놀아주기 귀찮다	놀아주기 귀찮아요	1
어제 늦게 자서 너무 피곤해	어제 늦게 자서 정말 피곤해요	1
야 근데 내일 출근 해야 돼	저 근데 내일은 출근해야되요	1
오늘 하루 종일 너무 드라마만 봤어	오늘 하루종일 너무 드라마만 봤어요	1
나 감기 걸렸어	저 감기걸렸어요	1
나 화났어	저 화났어요	1
휴가 쓸까	휴가 쓸까요?	1
비오니까 막걸리마시고 싶다	비오니 막걸리가 마시고 싶네요	1
오늘 날씨 좋당	오늘 날씨 좋네요	1
너도 그렇게 생각하니?	당신도 그렇게 생각해요?	1
피자 먹었더니 배부르다	피자 먹었더니 배부르네요	1